delivery_id,match_id,over,ball,batting_team,bowling_team,batsman,bowler,runs_batsman,runs_extras,total_runs
361,13,1,1,RR,KKR,Jos Buttler,Rinku Singh,0,0,0
362,13,1,2,RR,KKR,Yashasvi Jaiswal,Rinku Singh,1,0,1
363,13,1,3,RR,KKR,Jos Buttler,Shreyas Iyer,1,1,2
364,13,1,4,RR,KKR,Jos Buttler,Andre Russell,0,0,0
365,13,1,5,RR,KKR,Yashasvi Jaiswal,Andre Russell,0,0,0
366,13,1,6,RR,KKR,Sanju Samson,Shreyas Iyer,0,0,0
367,13,2,1,RR,KKR,Jos Buttler,Andre Russell,1,0,1
368,13,2,2,RR,KKR,Jos Buttler,Rinku Singh,0,0,0
369,13,2,3,RR,KKR,Yashasvi Jaiswal,Rinku Singh,1,0,1
370,13,2,4,RR,KKR,Jos Buttler,Rinku Singh,0,0,0
371,13,2,5,RR,KKR,Yashasvi Jaiswal,Shreyas Iyer,0,0,0
372,13,2,6,RR,KKR,Sanju Samson,Rinku Singh,0,0,0
373,13,3,1,RR,KKR,Jos Buttler,Rinku Singh,2,0,2
374,13,3,2,RR,KKR,Yashasvi Jaiswal,Andre Russell,1,1,2
375,13,3,3,RR,KKR,Sanju Samson,Rinku Singh,0,1,1
376,13,3,4,RR,KKR,Sanju Samson,Rinku Singh,0,0,0
377,13,3,5,RR,KKR,Yashasvi Jaiswal,Shreyas Iyer,1,0,1
378,13,3,6,RR,KKR,Jos Buttler,Shreyas Iyer,0,0,0
379,13,4,1,RR,KKR,Jos Buttler,Shreyas Iyer,1,0,1
380,13,4,2,RR,KKR,Sanju Samson,Rinku Singh,0,0,0
381,13,4,3,RR,KKR,Yashasvi Jaiswal,Rinku Singh,0,0,0
382,13,4,4,RR,KKR,Yashasvi Jaiswal,Andre Russell,1,0,1
383,13,4,5,RR,KKR,Sanju Samson,Rinku Singh,2,0,2
384,13,4,6,RR,KKR,Yashasvi Jaiswal,Shreyas Iyer,1,1,2
385,13,5,1,RR,KKR,Yashasvi Jaiswal,Shreyas Iyer,0,0,0
386,13,5,2,RR,KKR,Sanju Samson,Andre Russell,6,0,6
387,13,5,3,RR,KKR,Yashasvi Jaiswal,Shreyas Iyer,0,0,0
388,13,5,4,RR,KKR,Jos Buttler,Andre Russell,1,0,1
389,13,5,5,RR,KKR,Sanju Samson,Shreyas Iyer,4,0,4
390,13,5,6,RR,KKR,Sanju Samson,Rinku Singh,1,0,1
391,14,1,1,RCB,CSK,Virat Kohli,Ruturaj Gaikwad,0,1,1
392,14,1,2,RCB,CSK,Dinesh Karthik,Ruturaj Gaikwad,0,0,0
393,14,1,3,RCB,CSK,Virat Kohli,Ruturaj Gaikwad,0,0,0
394,14,1,4,RCB,CSK,Virat Kohli,Shivam Dube,4,0,4
395,14,1,5,RCB,CSK,Dinesh Karthik,MS Dhoni,1,0,1
396,14,1,6,RCB,CSK,Faf du Plessis,Ruturaj Gaikwad,4,0,4
397,14,2,1,RCB,CSK,Dinesh Karthik,Shivam Dube,6,0,6
398,14,2,2,RCB,CSK,Faf du Plessis,Ruturaj Gaikwad,0,0,0
399,14,2,3,RCB,CSK,Faf du Plessis,Shivam Dube,4,0,4
400,14,2,4,RCB,CSK,Dinesh Karthik,Ruturaj Gaikwad,0,0,0
401,14,2,5,RCB,CSK,Dinesh Karthik,Shivam Dube,1,0,1
402,14,2,6,RCB,CSK,Virat Kohli,Shivam Dube,4,0,4
403,14,3,1,RCB,CSK,Dinesh Karthik,Shivam Dube,1,0,1
404,14,3,2,RCB,CSK,Virat Kohli,Shivam Dube,4,0,4
405,14,3,3,RCB,CSK,Virat Kohli,MS Dhoni,1,0,1
406,14,3,4,RCB,CSK,Faf du Plessis,MS Dhoni,0,0,0
407,14,3,5,RCB,CSK,Dinesh Karthik,Ruturaj Gaikwad,0,0,0
408,14,3,6,RCB,CSK,Dinesh Karthik,Ruturaj Gaikwad,1,0,1
409,14,4,1,RCB,CSK,Dinesh Karthik,MS Dhoni,4,0,4
410,14,4,2,RCB,CSK,Virat Kohli,Ruturaj Gaikwad,1,0,1
411,14,4,3,RCB,CSK,Faf du Plessis,MS Dhoni,4,1,5
412,14,4,4,RCB,CSK,Virat Kohli,Shivam Dube,1,0,1
413,14,4,5,RCB,CSK,Faf du Plessis,MS Dhoni,1,0,1
414,14,4,6,RCB,CSK,Dinesh Karthik,Shivam Dube,1,0,1
415,14,5,1,RCB,CSK,Faf du Plessis,MS Dhoni,2,0,2
416,14,5,2,RCB,CSK,Faf du Plessis,MS Dhoni,0,0,0
417,14,5,3,RCB,CSK,Virat Kohli,Ruturaj Gaikwad,1,0,1
418,14,5,4,RCB,CSK,Dinesh Karthik,Shivam Dube,0,0,0
419,14,5,5,RCB,CSK,Virat Kohli,MS Dhoni,1,0,1
420,14,5,6,RCB,CSK,Faf du Plessis,Ruturaj Gaikwad,1,0,1
421,15,1,1,MI,PBKS,Rohit Sharma,Shikhar Dhawan,0,0,0
422,15,1,2,MI,PBKS,Ishan Kishan,Jitesh Sharma,0,0,0
423,15,1,3,MI,PBKS,Suryakumar Yadav,Shikhar Dhawan,1,0,1
424,15,1,4,MI,PBKS,Rohit Sharma,Jitesh Sharma,0,0,0
425,15,1,5,MI,PBKS,Suryakumar Yadav,Shikhar Dhawan,4,1,5
426,15,1,6,MI,PBKS,Ishan Kishan,Liam Livingstone,4,0,4
427,15,2,1,MI,PBKS,Suryakumar Yadav,Shikhar Dhawan,2,0,2
428,15,2,2,MI,PBKS,Ishan Kishan,Jitesh Sharma,1,0,1
429,15,2,3,MI,PBKS,Suryakumar Yadav,Jitesh Sharma,1,0,1
430,15,2,4,MI,PBKS,Rohit Sharma,Jitesh Sharma,4,0,4
431,15,2,5,MI,PBKS,Rohit Sharma,Jitesh Sharma,0,0,0
432,15,2,6,MI,PBKS,Ishan Kishan,Shikhar Dhawan,2,0,2
433,15,3,1,MI,PBKS,Suryakumar Yadav,Jitesh Sharma,2,0,2
434,15,3,2,MI,PBKS,Ishan Kishan,Jitesh Sharma,2,0,2
435,15,3,3,MI,PBKS,Rohit Sharma,Liam Livingstone,0,0,0
436,15,3,4,MI,PBKS,Rohit Sharma,Liam Livingstone,0,0,0
437,15,3,5,MI,PBKS,Ishan Kishan,Shikhar Dhawan,4,0,4
438,15,3,6,MI,PBKS,Suryakumar Yadav,Shikhar Dhawan,0,0,0
439,15,4,1,MI,PBKS,Rohit Sharma,Shikhar Dhawan,4,0,4
440,15,4,2,MI,PBKS,Rohit Sharma,Jitesh Sharma,0,1,1
441,15,4,3,MI,PBKS,Rohit Sharma,Liam Livingstone,0,0,0
442,15,4,4,MI,PBKS,Ishan Kishan,Jitesh Sharma,0,0,0
443,15,4,5,MI,PBKS,Ishan Kishan,Liam Livingstone,4,1,5
444,15,4,6,MI,PBKS,Ishan Kishan,Shikhar Dhawan,4,0,4
445,15,5,1,MI,PBKS,Rohit Sharma,Jitesh Sharma,0,0,0
446,15,5,2,MI,PBKS,Rohit Sharma,Shikhar Dhawan,0,0,0
447,15,5,3,MI,PBKS,Rohit Sharma,Jitesh Sharma,0,0,0
448,15,5,4,MI,PBKS,Rohit Sharma,Shikhar Dhawan,6,1,7
449,15,5,5,MI,PBKS,Rohit Sharma,Shikhar Dhawan,0,0,0
450,15,5,6,MI,PBKS,Ishan Kishan,Liam Livingstone,6,1,7
451,16,1,1,PBKS,CSK,Jitesh Sharma,MS Dhoni,0,0,0
452,16,1,2,PBKS,CSK,Shikhar Dhawan,MS Dhoni,0,0,0
453,16,1,3,PBKS,CSK,Shikhar Dhawan,MS Dhoni,6,0,6
454,16,1,4,PBKS,CSK,Shikhar Dhawan,Shivam Dube,4,0,4
455,16,1,5,PBKS,CSK,Jitesh Sharma,MS Dhoni,0,1,1
456,16,1,6,PBKS,CSK,Jitesh Sharma,Shivam Dube,0,0,0
457,16,2,1,PBKS,CSK,Jitesh Sharma,Shivam Dube,0,0,0
458,16,2,2,PBKS,CSK,Shikhar Dhawan,Shivam Dube,1,0,1
459,16,2,3,PBKS,CSK,Jitesh Sharma,Shivam Dube,0,0,0
460,16,2,4,PBKS,CSK,Shikhar Dhawan,Ruturaj Gaikwad,1,0,1
461,16,2,5,PBKS,CSK,Liam Livingstone,Ruturaj Gaikwad,6,0,6
462,16,2,6,PBKS,CSK,Shikhar Dhawan,MS Dhoni,0,0,0
463,16,3,1,PBKS,CSK,Jitesh Sharma,Shivam Dube,2,0,2
464,16,3,2,PBKS,CSK,Jitesh Sharma,Ruturaj Gaikwad,4,0,4
465,16,3,3,PBKS,CSK,Liam Livingstone,MS Dhoni,1,0,1
466,16,3,4,PBKS,CSK,Liam Livingstone,Shivam Dube,2,0,2
467,16,3,5,PBKS,CSK,Shikhar Dhawan,Shivam Dube,0,0,0
468,16,3,6,PBKS,CSK,Shikhar Dhawan,Ruturaj Gaikwad,0,0,0
469,16,4,1,PBKS,CSK,Jitesh Sharma,Ruturaj Gaikwad,1,0,1
470,16,4,2,PBKS,CSK,Jitesh Sharma,MS Dhoni,1,0,1
471,16,4,3,PBKS,CSK,Liam Livingstone,Shivam Dube,1,1,2
472,16,4,4,PBKS,CSK,Shikhar Dhawan,Shivam Dube,0,0,0
473,16,4,5,PBKS,CSK,Shikhar Dhawan,Shivam Dube,0,0,0
474,16,4,6,PBKS,CSK,Jitesh Sharma,MS Dhoni,1,0,1
475,16,5,1,PBKS,CSK,Shikhar Dhawan,MS Dhoni,2,0,2
476,16,5,2,PBKS,CSK,Shikhar Dhawan,Shivam Dube,0,0,0
477,16,5,3,PBKS,CSK,Shikhar Dhawan,Shivam Dube,1,0,1
478,16,5,4,PBKS,CSK,Shikhar Dhawan,Shivam Dube,1,0,1
479,16,5,5,PBKS,CSK,Liam Livingstone,Shivam Dube,1,0,1
480,16,5,6,PBKS,CSK,Liam Livingstone,MS Dhoni,2,0,2
481,17,1,1,CSK,SRH,MS Dhoni,Abhishek Sharma,4,0,4
482,17,1,2,CSK,SRH,MS Dhoni,Aiden Markram,0,0,0
483,17,1,3,CSK,SRH,Shivam Dube,Aiden Markram,1,0,1
484,17,1,4,CSK,SRH,MS Dhoni,Abhishek Sharma,1,0,1
485,17,1,5,CSK,SRH,MS Dhoni,Aiden Markram,0,0,0
486,17,1,6,CSK,SRH,Shivam Dube,Abhishek Sharma,2,0,2
487,17,2,1,CSK,SRH,Ruturaj Gaikwad,Heinrich Klaasen,0,0,0
488,17,2,2,CSK,SRH,Ruturaj Gaikwad,Aiden Markram,4,0,4
489,17,2,3,CSK,SRH,MS Dhoni,Abhishek Sharma,1,0,1
490,17,2,4,CSK,SRH,Ruturaj Gaikwad,Aiden Markram,0,0,0
491,17,2,5,CSK,SRH,Ruturaj Gaikwad,Heinrich Klaasen,4,0,4
492,17,2,6,CSK,SRH,Shivam Dube,Heinrich Klaasen,0,0,0
493,17,3,1,CSK,SRH,Shivam Dube,Abhishek Sharma,1,0,1
494,17,3,2,CSK,SRH,MS Dhoni,Abhishek Sharma,0,0,0
495,17,3,3,CSK,SRH,MS Dhoni,Abhishek Sharma,0,0,0
496,17,3,4,CSK,SRH,Ruturaj Gaikwad,Heinrich Klaasen,0,0,0
497,17,3,5,CSK,SRH,Ruturaj Gaikwad,Heinrich Klaasen,0,0,0
498,17,3,6,CSK,SRH,Ruturaj Gaikwad,Aiden Markram,0,0,0
499,17,4,1,CSK,SRH,Shivam Dube,Heinrich Klaasen,1,0,1
500,17,4,2,CSK,SRH,MS Dhoni,Abhishek Sharma,4,0,4
501,17,4,3,CSK,SRH,MS Dhoni,Heinrich Klaasen,0,0,0
502,17,4,4,CSK,SRH,MS Dhoni,Heinrich Klaasen,1,0,1
503,17,4,5,CSK,SRH,MS Dhoni,Abhishek Sharma,6,0,6
504,17,4,6,CSK,SRH,Ruturaj Gaikwad,Abhishek Sharma,4,0,4
505,17,5,1,CSK,SRH,Ruturaj Gaikwad,Heinrich Klaasen,0,0,0
506,17,5,2,CSK,SRH,Ruturaj Gaikwad,Heinrich Klaasen,0,0,0
507,17,5,3,CSK,SRH,MS Dhoni,Aiden Markram,1,1,2
508,17,5,4,CSK,SRH,Ruturaj Gaikwad,Aiden Markram,1,0,1
509,17,5,5,CSK,SRH,Shivam Dube,Aiden Markram,0,0,0
510,17,5,6,CSK,SRH,MS Dhoni,Heinrich Klaasen,0,1,1
511,18,1,1,RCB,KKR,Virat Kohli,Shreyas Iyer,6,1,7
512,18,1,2,RCB,KKR,Virat Kohli,Shreyas Iyer,0,0,0
513,18,1,3,RCB,KKR,Faf du Plessis,Rinku Singh,1,0,1
514,18,1,4,RCB,KKR,Faf du Plessis,Rinku Singh,0,0,0
515,18,1,5,RCB,KKR,Dinesh Karthik,Andre Russell,0,0,0
516,18,1,6,RCB,KKR,Virat Kohli,Rinku Singh,2,0,2
517,18,2,1,RCB,KKR,Dinesh Karthik,Shreyas Iyer,0,0,0
518,18,2,2,RCB,KKR,Faf du Plessis,Andre Russell,0,0,0
519,18,2,3,RCB,KKR,Virat Kohli,Rinku Singh,0,0,0
520,18,2,4,RCB,KKR,Virat Kohli,Rinku Singh,0,0,0
521,18,2,5,RCB,KKR,Dinesh Karthik,Shreyas Iyer,0,0,0
522,18,2,6,RCB,KKR,Faf du Plessis,Andre Russell,0,0,0
523,18,3,1,RCB,KKR,Faf du Plessis,Shreyas Iyer,6,0,6
524,18,3,2,RCB,KKR,Dinesh Karthik,Rinku Singh,1,0,1
525,18,3,3,RCB,KKR,Virat Kohli,Andre Russell,0,1,1
526,18,3,4,RCB,KKR,Virat Kohli,Rinku Singh,1,0,1
527,18,3,5,RCB,KKR,Virat Kohli,Andre Russell,1,0,1
528,18,3,6,RCB,KKR,Faf du Plessis,Shreyas Iyer,0,0,0
529,18,4,1,RCB,KKR,Virat Kohli,Andre Russell,0,0,0
530,18,4,2,RCB,KKR,Dinesh Karthik,Andre Russell,0,1,1
531,18,4,3,RCB,KKR,Faf du Plessis,Andre Russell,0,0,0
532,18,4,4,RCB,KKR,Faf du Plessis,Rinku Singh,0,0,0
533,18,4,5,RCB,KKR,Dinesh Karthik,Andre Russell,1,0,1
534,18,4,6,RCB,KKR,Virat Kohli,Andre Russell,1,0,1
535,18,5,1,RCB,KKR,Dinesh Karthik,Rinku Singh,0,1,1
536,18,5,2,RCB,KKR,Virat Kohli,Shreyas Iyer,1,1,2
537,18,5,3,RCB,KKR,Virat Kohli,Andre Russell,0,1,1
538,18,5,4,RCB,KKR,Dinesh Karthik,Rinku Singh,2,0,2
539,18,5,5,RCB,KKR,Virat Kohli,Andre Russell,1,0,1
540,18,5,6,RCB,KKR,Dinesh Karthik,Shreyas Iyer,2,0,2
541,19,1,1,CSK,GT,MS Dhoni,Shubman Gill,0,0,0
542,19,1,2,CSK,GT,Shivam Dube,Shubman Gill,0,1,1
543,19,1,3,CSK,GT,Shivam Dube,Wriddhiman Saha,0,0,0
544,19,1,4,CSK,GT,MS Dhoni,Shubman Gill,2,0,2
545,19,1,5,CSK,GT,Shivam Dube,Wriddhiman Saha,1,0,1
546,19,1,6,CSK,GT,MS Dhoni,Shubman Gill,1,0,1
547,19,2,1,CSK,GT,Shivam Dube,David Miller,0,0,0
548,19,2,2,CSK,GT,MS Dhoni,Wriddhiman Saha,1,0,1
549,19,2,3,CSK,GT,MS Dhoni,Shubman Gill,0,0,0
550,19,2,4,CSK,GT,MS Dhoni,Wriddhiman Saha,4,0,4
551,19,2,5,CSK,GT,Ruturaj Gaikwad,Shubman Gill,0,0,0
552,19,2,6,CSK,GT,Ruturaj Gaikwad,Wriddhiman Saha,4,0,4
553,19,3,1,CSK,GT,Shivam Dube,David Miller,2,0,2
554,19,3,2,CSK,GT,Shivam Dube,Shubman Gill,1,0,1
555,19,3,3,CSK,GT,Shivam Dube,David Miller,0,0,0
556,19,3,4,CSK,GT,Shivam Dube,Shubman Gill,1,0,1
557,19,3,5,CSK,GT,Shivam Dube,Shubman Gill,4,0,4
558,19,3,6,CSK,GT,MS Dhoni,David Miller,4,0,4
559,19,4,1,CSK,GT,Shivam Dube,Wriddhiman Saha,0,0,0
560,19,4,2,CSK,GT,Shivam Dube,Shubman Gill,4,0,4
561,19,4,3,CSK,GT,MS Dhoni,Wriddhiman Saha,0,0,0
562,19,4,4,CSK,GT,MS Dhoni,Wriddhiman Saha,0,0,0
563,19,4,5,CSK,GT,MS Dhoni,Wriddhiman Saha,0,0,0
564,19,4,6,CSK,GT,MS Dhoni,David Miller,1,0,1
565,19,5,1,CSK,GT,Shivam Dube,Wriddhiman Saha,1,0,1
566,19,5,2,CSK,GT,Shivam Dube,Wriddhiman Saha,0,0,0
567,19,5,3,CSK,GT,MS Dhoni,Wriddhiman Saha,2,0,2
568,19,5,4,CSK,GT,Ruturaj Gaikwad,Shubman Gill,6,1,7
569,19,5,5,CSK,GT,Shivam Dube,Wriddhiman Saha,4,0,4
570,19,5,6,CSK,GT,Shivam Dube,Shubman Gill,1,0,1
571,20,1,1,LSG,RR,Nicholas Pooran,Jos Buttler,0,0,0
572,20,1,2,LSG,RR,Quinton de Kock,Jos Buttler,0,0,0
573,20,1,3,LSG,RR,Quinton de Kock,Sanju Samson,0,0,0
574,20,1,4,LSG,RR,Nicholas Pooran,Jos Buttler,2,0,2
575,20,1,5,LSG,RR,Nicholas Pooran,Sanju Samson,1,0,1
576,20,1,6,LSG,RR,KL Rahul,Jos Buttler,1,0,1
577,20,2,1,LSG,RR,KL Rahul,Jos Buttler,1,0,1
578,20,2,2,LSG,RR,Nicholas Pooran,Jos Buttler,1,0,1
579,20,2,3,LSG,RR,Quinton de Kock,Jos Buttler,4,0,4
580,20,2,4,LSG,RR,Quinton de Kock,Jos Buttler,4,0,4
581,20,2,5,LSG,RR,Quinton de Kock,Yashasvi Jaiswal,0,1,1
582,20,2,6,LSG,RR,KL Rahul,Yashasvi Jaiswal,1,0,1
583,20,3,1,LSG,RR,Quinton de Kock,Jos Buttler,0,0,0
584,20,3,2,LSG,RR,KL Rahul,Yashasvi Jaiswal,1,0,1
585,20,3,3,LSG,RR,Nicholas Pooran,Jos Buttler,4,0,4
586,20,3,4,LSG,RR,Quinton de Kock,Yashasvi Jaiswal,6,1,7
587,20,3,5,LSG,RR,Nicholas Pooran,Sanju Samson,0,0,0
588,20,3,6,LSG,RR,KL Rahul,Jos Buttler,0,0,0
589,20,4,1,LSG,RR,Quinton de Kock,Jos Buttler,0,0,0
590,20,4,2,LSG,RR,Nicholas Pooran,Yashasvi Jaiswal,4,0,4
591,20,4,3,LSG,RR,Quinton de Kock,Yashasvi Jaiswal,2,1,3
592,20,4,4,LSG,RR,KL Rahul,Yashasvi Jaiswal,1,0,1
593,20,4,5,LSG,RR,Quinton de Kock,Jos Buttler,4,0,4
594,20,4,6,LSG,RR,Nicholas Pooran,Jos Buttler,1,0,1
595,20,5,1,LSG,RR,Nicholas Pooran,Yashasvi Jaiswal,0,0,0
596,20,5,2,LSG,RR,Nicholas Pooran,Yashasvi Jaiswal,4,0,4
597,20,5,3,LSG,RR,Quinton de Kock,Jos Buttler,1,0,1
598,20,5,4,LSG,RR,Quinton de Kock,Sanju Samson,1,0,1
599,20,5,5,LSG,RR,Quinton de Kock,Sanju Samson,4,0,4
600,20,5,6,LSG,RR,KL Rahul,Sanju Samson,0,1,1
601,21,1,1,RR,MI,Yashasvi Jaiswal,Rohit Sharma,4,0,4
602,21,1,2,RR,MI,Sanju Samson,Rohit Sharma,0,0,0
603,21,1,3,RR,MI,Jos Buttler,Ishan Kishan,4,0,4
604,21,1,4,RR,MI,Yashasvi Jaiswal,Rohit Sharma,2,0,2
605,21,1,5,RR,MI,Yashasvi Jaiswal,Rohit Sharma,0,0,0
606,21,1,6,RR,MI,Yashasvi Jaiswal,Suryakumar Yadav,4,0,4
607,21,2,1,RR,MI,Yashasvi Jaiswal,Suryakumar Yadav,1,0,1
608,21,2,2,RR,MI,Yashasvi Jaiswal,Rohit Sharma,4,0,4
609,21,2,3,RR,MI,Jos Buttler,Ishan Kishan,0,0,0
610,21,2,4,RR,MI,Yashasvi Jaiswal,Suryakumar Yadav,0,0,0
611,21,2,5,RR,MI,Yashasvi Jaiswal,Ishan Kishan,0,1,1
612,21,2,6,RR,MI,Yashasvi Jaiswal,Suryakumar Yadav,2,0,2
613,21,3,1,RR,MI,Yashasvi Jaiswal,Rohit Sharma,0,0,0
614,21,3,2,RR,MI,Jos Buttler,Ishan Kishan,1,1,2
615,21,3,3,RR,MI,Yashasvi Jaiswal,Rohit Sharma,1,1,2
616,21,3,4,RR,MI,Sanju Samson,Ishan Kishan,0,0,0
617,21,3,5,RR,MI,Sanju Samson,Suryakumar Yadav,4,1,5
618,21,3,6,RR,MI,Sanju Samson,Rohit Sharma,1,0,1
619,21,4,1,RR,MI,Sanju Samson,Suryakumar Yadav,2,0,2
620,21,4,2,RR,MI,Jos Buttler,Rohit Sharma,4,0,4
621,21,4,3,RR,MI,Sanju Samson,Rohit Sharma,0,0,0
622,21,4,4,RR,MI,Yashasvi Jaiswal,Suryakumar Yadav,6,0,6
623,21,4,5,RR,MI,Jos Buttler,Rohit Sharma,6,1,7
624,21,4,6,RR,MI,Jos Buttler,Rohit Sharma,6,0,6
625,21,5,1,RR,MI,Yashasvi Jaiswal,Rohit Sharma,1,0,1
626,21,5,2,RR,MI,Jos Buttler,Suryakumar Yadav,4,0,4
627,21,5,3,RR,MI,Jos Buttler,Ishan Kishan,1,0,1
628,21,5,4,RR,MI,Sanju Samson,Rohit Sharma,4,0,4
629,21,5,5,RR,MI,Sanju Samson,Ishan Kishan,1,0,1
630,21,5,6,RR,MI,Yashasvi Jaiswal,Rohit Sharma,0,0,0
631,22,1,1,DC,CSK,Rishabh Pant,Ruturaj Gaikwad,0,0,0
632,22,1,2,DC,CSK,David Warner,Ruturaj Gaikwad,0,0,0
633,22,1,3,DC,CSK,David Warner,MS Dhoni,0,0,0
634,22,1,4,DC,CSK,David Warner,Shivam Dube,2,0,2
635,22,1,5,DC,CSK,David Warner,Ruturaj Gaikwad,4,0,4
636,22,1,6,DC,CSK,David Warner,Shivam Dube,0,1,1
637,22,2,1,DC,CSK,David Warner,MS Dhoni,0,0,0
638,22,2,2,DC,CSK,David Warner,Shivam Dube,1,0,1
639,22,2,3,DC,CSK,Rishabh Pant,Shivam Dube,2,0,2
640,22,2,4,DC,CSK,Prithvi Shaw,Shivam Dube,1,0,1
641,22,2,5,DC,CSK,David Warner,MS Dhoni,2,0,2
642,22,2,6,DC,CSK,Prithvi Shaw,Shivam Dube,1,0,1
643,22,3,1,DC,CSK,Rishabh Pant,Ruturaj Gaikwad,0,0,0
644,22,3,2,DC,CSK,Rishabh Pant,Ruturaj Gaikwad,4,0,4
645,22,3,3,DC,CSK,David Warner,Shivam Dube,0,0,0
646,22,3,4,DC,CSK,David Warner,Ruturaj Gaikwad,0,0,0
647,22,3,5,DC,CSK,Prithvi Shaw,Ruturaj Gaikwad,6,1,7
648,22,3,6,DC,CSK,Prithvi Shaw,MS Dhoni,2,0,2
649,22,4,1,DC,CSK,Prithvi Shaw,Ruturaj Gaikwad,4,1,5
650,22,4,2,DC,CSK,Rishabh Pant,MS Dhoni,1,0,1
651,22,4,3,DC,CSK,Rishabh Pant,Shivam Dube,1,0,1
652,22,4,4,DC,CSK,Prithvi Shaw,MS Dhoni,0,0,0
653,22,4,5,DC,CSK,David Warner,MS Dhoni,1,0,1
654,22,4,6,DC,CSK,David Warner,Ruturaj Gaikwad,1,0,1
655,22,5,1,DC,CSK,Rishabh Pant,MS Dhoni,1,1,2
656,22,5,2,DC,CSK,Prithvi Shaw,Ruturaj Gaikwad,1,1,2
657,22,5,3,DC,CSK,David Warner,Ruturaj Gaikwad,1,0,1
658,22,5,4,DC,CSK,Prithvi Shaw,MS Dhoni,0,0,0
659,22,5,5,DC,CSK,David Warner,Ruturaj Gaikwad,0,0,0
660,22,5,6,DC,CSK,Rishabh Pant,MS Dhoni,2,0,2
661,23,1,1,MI,GT,Ishan Kishan,David Miller,0,0,0
662,23,1,2,MI,GT,Suryakumar Yadav,Shubman Gill,0,0,0
663,23,1,3,MI,GT,Ishan Kishan,Wriddhiman Saha,2,0,2
664,23,1,4,MI,GT,Rohit Sharma,Shubman Gill,1,0,1
665,23,1,5,MI,GT,Suryakumar Yadav,Wriddhiman Saha,0,1,1
666,23,1,6,MI,GT,Ishan Kishan,David Miller,1,0,1
667,23,2,1,MI,GT,Suryakumar Yadav,David Miller,1,0,1
668,23,2,2,MI,GT,Suryakumar Yadav,Wriddhiman Saha,2,0,2
669,23,2,3,MI,GT,Ishan Kishan,David Miller,0,0,0
670,23,2,4,MI,GT,Ishan Kishan,David Miller,0,0,0
671,23,2,5,MI,GT,Suryakumar Yadav,Wriddhiman Saha,2,0,2
672,23,2,6,MI,GT,Ishan Kishan,Shubman Gill,1,0,1
673,23,3,1,MI,GT,Ishan Kishan,Shubman Gill,6,0,6
674,23,3,2,MI,GT,Ishan Kishan,Shubman Gill,4,1,5
675,23,3,3,MI,GT,Ishan Kishan,David Miller,1,0,1
676,23,3,4,MI,GT,Suryakumar Yadav,Shubman Gill,1,1,2
677,23,3,5,MI,GT,Suryakumar Yadav,David Miller,1,0,1
678,23,3,6,MI,GT,Ishan Kishan,Shubman Gill,1,0,1
679,23,4,1,MI,GT,Suryakumar Yadav,Shubman Gill,1,0,1
680,23,4,2,MI,GT,Rohit Sharma,David Miller,4,1,5
681,23,4,3,MI,GT,Rohit Sharma,David Miller,0,0,0
682,23,4,4,MI,GT,Ishan Kishan,Wriddhiman Saha,4,0,4
683,23,4,5,MI,GT,Suryakumar Yadav,Wriddhiman Saha,1,1,2
684,23,4,6,MI,GT,Suryakumar Yadav,David Miller,0,0,0
685,23,5,1,MI,GT,Rohit Sharma,David Miller,0,0,0
686,23,5,2,MI,GT,Ishan Kishan,David Miller,0,0,0
687,23,5,3,MI,GT,Rohit Sharma,David Miller,0,0,0
688,23,5,4,MI,GT,Ishan Kishan,Wriddhiman Saha,4,0,4
689,23,5,5,MI,GT,Ishan Kishan,Shubman Gill,0,0,0
690,23,5,6,MI,GT,Ishan Kishan,Wriddhiman Saha,0,0,0
691,24,1,1,GT,RCB,David Miller,Dinesh Karthik,1,0,1
692,24,1,2,GT,RCB,Shubman Gill,Virat Kohli,0,0,0
693,24,1,3,GT,RCB,David Miller,Dinesh Karthik,2,0,2
694,24,1,4,GT,RCB,Wriddhiman Saha,Faf du Plessis,2,0,2
695,24,1,5,GT,RCB,Shubman Gill,Dinesh Karthik,4,0,4
696,24,1,6,GT,RCB,David Miller,Faf du Plessis,1,0,1
697,24,2,1,GT,RCB,David Miller,Faf du Plessis,2,0,2
698,24,2,2,GT,RCB,David Miller,Faf du Plessis,4,0,4
699,24,2,3,GT,RCB,Shubman Gill,Dinesh Karthik,0,0,0
700,24,2,4,GT,RCB,Shubman Gill,Dinesh Karthik,1,1,2
701,24,2,5,GT,RCB,David Miller,Faf du Plessis,0,0,0
702,24,2,6,GT,RCB,Wriddhiman Saha,Virat Kohli,0,0,0
703,24,3,1,GT,RCB,Shubman Gill,Dinesh Karthik,1,0,1
704,24,3,2,GT,RCB,Shubman Gill,Faf du Plessis,4,0,4
705,24,3,3,GT,RCB,Shubman Gill,Dinesh Karthik,4,0,4
706,24,3,4,GT,RCB,Shubman Gill,Faf du Plessis,1,0,1
707,24,3,5,GT,RCB,David Miller,Faf du Plessis,0,0,0
708,24,3,6,GT,RCB,Wriddhiman Saha,Dinesh Karthik,0,0,0
709,24,4,1,GT,RCB,David Miller,Faf du Plessis,1,0,1
710,24,4,2,GT,RCB,Shubman Gill,Faf du Plessis,0,0,0
711,24,4,3,GT,RCB,David Miller,Virat Kohli,2,0,2
